year,ref_ori,ref_kc200,ref_kc400,co2_ori,co2_kc200,co2_kc400,ref_ori,ref_kc200,ref_kc400,co2_ori,co2_kc200,co2_kc400,CO2_ori,CO2_kc200,CO2_kc400,pgC,CO2_ori,CO2_kc200,CO2_kc400,kc200,ref_12,ref_13,co2_12,co2_13,cum,ref_12,ref_13,co2_12,co2_13,effect,co2_12,co2_13,ori,ref_12,ref_13,co2_12,co2_13,cum,ref_12,ref_13,co2_12,co2_13,effect,co2_12,co2_13
1925,-47.677,-43.45,-3.825,-27.695,-27.911,14.606,-4399.221,-4429.82,-4308.466,-3877.833,-3900.231,-3590.881,521.388,529.589,717.585,,0.521388,0.529589,0.717585,,-7.822,-25.234,-8.694,-27.88,,-1982.204,-444.603,-1977.461,-441.451,,4.743,3.152,,-8.945,-28.252,-8.798,-26.229,,-1975.075,-433.13,-1975.427,-425.63,,-0.352,7.5
1926,-39.52,-6.582,-33.39,-24.367,14.881,-4.746,-4438.741,-4436.402,-4341.856,-3902.2,-3885.35,-3595.627,536.541,551.052,746.229,,0.536541,0.551052,0.746229,,-9.179,12.958,-8.56,17.15,,-1991.383,-431.645,-1986.021,-424.301,,5.362,7.344,,-8.974,-20.211,-9.116,-20.339,,-1984.049,-453.341,-1984.543,-445.969,,-0.494,7.372
1927,24.589,-12.651,-11.576,36.688,3.913,8.8,-4414.152,-4449.053,-4353.432,-3865.512,-3881.437,-3586.827,548.64,567.616,766.605,,0.54864,0.567616,0.766605,,-9.267,6.356,-8.786,6.818,,-2000.65,-425.289,-1994.807,-417.483,,5.843,7.806,,-9.148,43.412,-8.137,41.331,,-1993.197,-409.929,-1992.68,-404.638,,0.517,5.291
1928,-47.345,-44.329,-30.776,-33.69,-33.746,-6.989,-4461.497,-4493.382,-4384.208,-3899.202,-3915.183,-3593.816,562.295,578.199,790.392,,0.562295,0.578199,0.790392,,-8.777,-26.667,-8.626,-29.516,,-2009.427,-451.956,-2003.433,-446.999,,5.994,4.957,,-8.67,-29.227,-9.316,-27.792,,-2001.867,-439.156,-2001.996,-432.43,,-0.129,6.726
1929,-34.194,-1.809,-0.449,-20.996,10.358,16.048,-4495.691,-4495.191,-4384.657,-3920.198,-3904.825,-3577.768,575.493,590.366,806.889,,0.575493,0.590366,0.806889,,-8.55,14.193,-8.82,14.085,,-2017.977,-437.763,-2012.253,-432.914,,5.724,4.849,,-8.713,-18.65,-8.745,-18.123,,-2010.58,-457.806,-2010.741,-450.553,,-0.161,7.253
1930,23.075,-6.448,-37.272,35.673,9.288,-15.061,-4472.616,-4501.639,-4421.929,-3884.525,-3895.537,-3592.829,588.091,606.102,829.1,,0.588091,0.606102,0.8291,,-8.513,9.506,-8.681,12.73,,-2026.49,-428.257,-2020.934,-420.184,,5.556,8.073,,-8.441,38.442,-8.596,39.112,,-2019.021,-419.364,-2019.337,-411.441,,-0.316,7.923
1931,-38.828,-46.34,-3.264,-27.622,-35.104,10.87,-4511.444,-4547.979,-4425.193,-3912.147,-3930.641,-3581.959,599.297,617.338,843.234,,0.599297,0.617338,0.843234,,-8.945,-30.305,-8.864,-32.249,,-2035.435,-458.562,-2029.798,-452.433,,5.637,6.129,,-8.602,-23.939,-8.47,-25.703,,-2027.623,-443.303,-2027.807,-437.144,,-0.184,6.159
1932,-35.432,-1.348,-31.159,-20.705,10.528,-6.16,-4546.876,-4549.327,-4456.352,-3932.852,-3920.113,-3588.119,614.024,629.214,868.233,,0.614024,0.629214,0.868233,,-8.736,14.352,-8.706,12.034,,-2044.171,-444.21,-2038.504,-440.399,,5.667,3.811,,-8.697,-20.265,-9.152,-18.78,,-2036.32,-463.568,-2036.959,-455.924,,-0.639,7.644
1933,23.503,-3.503,3.162,39.659,13.393,13.894,-4523.373,-4552.83,-4453.19,-3893.193,-3906.72,-3574.225,630.18,646.11,878.965,,0.63018,0.64611,0.878965,,-8.667,11.235,-8.905,14.76,,-2052.838,-432.975,-2047.409,-425.639,,5.429,7.336,,-8.999,38.472,-9.213,40.102,,-2045.319,-425.096,-2046.172,-415.822,,-0.853,9.274
1934,-40.069,-46.784,-41.833,-26.484,-28.904,-18.559,-4563.442,-4599.614,-4495.023,-3919.677,-3935.624,-3592.784,643.765,663.99,902.239,,0.643765,0.66399,0.902239,,-8.801,-30.608,-8.668,-28.45,,-2061.639,-463.583,-2056.077,-454.089,,5.562,9.494,,-8.691,-24.543,-8.987,-26.608,,-2054.01,-449.639,-2055.159,-442.43,,-1.149,7.209
1935,-36.224,-7.653,1.519,-19.924,3.074,18.824,-4599.666,-4607.267,-4493.504,-3939.601,-3932.55,-3573.96,660.065,674.717,919.544,,0.660065,0.674717,0.919544,,-8.784,9.134,-8.845,4.799,,-2070.423,-454.449,-2064.922,-449.29,,5.501,5.159,,-9.243,-19.594,-8.732,-19.527,,-2063.253,-469.233,-2063.891,-461.957,,-0.638,7.276
1936,21.71,1.117,-33.663,37.183,14.603,-14.917,-4577.956,-4606.15,-4527.167,-3902.418,-3917.947,-3588.877,675.538,688.203,938.29,,0.675538,0.688203,0.93829,,-8.593,18.529,-8.463,18.116,,-2079.016,-435.92,-2073.385,-431.174,,5.631,4.746,,-8.707,38.758,-8.893,39.679,,-2071.96,-430.475,-2072.784,-422.278,,-0.824,8.197
1937,-42.479,-49.608,-5.018,-28.563,-33.279,8.861,-4620.435,-4655.758,-4532.185,-3930.981,-3951.226,-3580.016,689.454,704.532,952.169,,0.689454,0.704532,0.952169,,-8.776,-33.066,-8.592,-27.988,,-2087.792,-468.986,-2081.977,-459.162,,5.815,9.824,,-8.673,-25.245,-8.603,-25.24,,-2080.633,-455.72,-2081.387,-447.518,,-0.754,8.202
1938,-36.83,-9.885,-26.374,-25.528,-0.394,-1.703,-4657.265,-4665.643,-4558.559,-3956.509,-3951.62,-3581.719,700.756,714.023,976.84,,0.700756,0.714023,0.97684,,-8.659,7.701,-8.714,5.812,,-2096.451,-461.285,-2090.691,-453.35,,5.76,7.935,,-8.585,-19.801,-8.276,-21.515,,-2089.218,-475.521,-2089.663,-469.033,,-0.445,6.488
1939,22.794,0.38,-15.273,34.424,6.441,0.74,-4634.471,-4665.263,-4573.832,-3922.085,-3945.179,-3580.979,712.386,720.084,992.853,,0.712386,0.720084,0.992853,,-8.796,18.933,-8.922,12.83,,-2105.247,-442.352,-2099.613,-440.52,,5.634,1.832,,-8.747,41.298,-9.2,40.4,,-2097.965,-434.223,-2098.863,-428.633,,-0.898,5.59
1940,-48.66,-49.623,-36.348,-33.075,-28.194,-8.657,-4683.131,-4714.886,-4610.18,-3955.16,-3973.373,-3589.636,727.971,741.513,1020.544,,0.727971,0.741513,1.020544,,-8.893,-30.293,-8.764,-21.564,,-2114.14,-472.645,-2108.377,-462.084,,5.763,10.561,,-8.32,-29.947,-9.228,-25.212,,-2106.285,-464.17,-2108.091,-453.845,,-1.806,10.325
1941,-34.614,-12.481,0.62,-29.234,-3.437,17.539,-4717.745,-4727.367,-4609.56,-3984.394,-3976.81,-3572.097,733.351,750.557,1037.463,,0.733351,0.750557,1.037463,,-8.919,4.474,-8.614,1.866,,-2123.059,-468.171,-2116.991,-460.218,,6.068,7.953,,-9.417,-16.471,-8.884,-21.263,,-2115.702,-480.641,-2116.975,-475.108,,-1.273,5.533
1942,24.833,5.2,-44.762,33,8.63,-17.705,-4692.912,-4722.167,-4654.322,-3951.394,-3968.18,-3589.802,741.518,753.987,1064.52,,0.741518,0.753987,1.06452,,-8.517,19.309,-8.764,12.63,,-2131.576,-448.862,-2125.755,-447.588,,5.821,1.274,,-8.803,40.022,-8.692,38.476,,-2124.505,-440.619,-2125.667,-436.632,,-1.162,3.987
1943,-41.737,-43.353,-3.085,-27.301,-25.206,12.067,-4734.649,-4765.52,-4657.407,-3978.695,-3993.386,-3577.735,755.954,772.134,1079.672,,0.755954,0.772134,1.079672,,-8.717,-29.343,-9.157,-20.7,,-2140.293,-478.205,-2134.912,-468.288,,5.381,9.917,,-8.883,-28.111,-9.116,-22.799,,-2133.388,-468.73,-2134.783,-459.431,,-1.395,9.299
1944,-31.619,-7.951,-32.03,-26.013,0.12,-7.258,-4766.268,-4773.471,-4689.437,-4004.708,-3993.266,-3584.993,761.56,780.205,1104.444,,0.76156,0.780205,1.104444,,-8.939,6.154,-8.904,6.007,,-2149.232,-472.051,-2143.816,-462.281,,5.416,9.77,,-8.474,-18.004,-9.121,-19.935,,-2141.862,-486.734,-2143.904,-479.366,,-2.042,7.368
1945,24.889,-0.792,-3.12,31.97,2.534,7.503,-4741.379,-4774.263,-4692.557,-3972.738,-3990.732,-3577.49,768.641,783.531,1115.067,,0.768641,0.783531,1.115067,,-8.786,13.881,-8.695,6.649,,-2158.018,-458.17,-2152.511,-455.632,,5.507,2.538,,-8.722,39.479,-8.666,35.882,,-2150.584,-447.255,-2152.57,-443.484,,-1.986,3.771
1946,-42.545,-38.294,-32.551,-25.095,-20.99,-8.594,-4783.924,-4812.557,-4725.108,-3997.833,-4011.722,-3586.084,786.091,800.835,1139.024,,0.786091,0.800835,1.139024,,-8.892,-22.743,-8.388,-18.842,,-2166.91,-480.913,-2160.899,-474.474,,6.011,6.439,,-8.543,-27.088,-9.06,-22.541,,-2159.127,-474.343,-2161.63,-466.025,,-2.503,8.318
1947,-34.892,-15.326,-3.363,-17.209,6.165,8.077,-4818.816,-4827.883,-4728.471,-4015.042,-4005.557,-3578.007,803.774,822.326,1150.464,,0.803774,0.822326,1.150464,,-8.715,2.064,-8.92,7.22,,-2175.625,-478.849,-2169.819,-467.254,,5.806,11.595,,-9.038,-18.251,-8.554,-17.313,,-2168.165,-492.594,-2170.184,-483.338,,-2.019,9.256
1948,21.415,-5.286,-34.904,34.428,7.789,-10.131,-4797.401,-4833.169,-4763.375,-3980.614,-3997.768,-3588.138,816.787,835.401,1175.237,,0.816787,0.835401,1.175237,,-8.869,14.567,-8.886,8.332,,-2184.494,-464.282,-2178.705,-458.922,,5.789,5.36,,-8.7,38.698,-9.278,35.415,,-2176.865,-453.896,-2179.462,-447.923,,-2.597,5.973
1949,-43.38,-42.93,-5.153,-24.014,-23.627,5.089,-4840.781,-4876.099,-4768.528,-4004.628,-4021.395,-3583.049,836.153,854.704,1185.479,,0.836153,0.854704,1.185479,,-8.688,-22.963,-8.703,-25.212,,-2193.182,-487.245,-2187.408,-484.134,,5.774,3.111,,-9.128,-25.306,-9.082,-24.602,,-2185.993,-479.202,-2188.544,-472.525,,-2.551,6.677
1950,-38.877,-13.995,-33.845,-13.703,15,-3.077,-4879.658,-4890.094,-4802.373,-4018.331,-4006.395,-3586.126,861.327,883.699,1216.247,,0.861327,0.883699,1.216247,,-8.782,5.075,-9.016,13.217,,-2201.964,-482.17,-2196.424,-470.917,,5.54,11.253,,-8.632,-20.65,-8.885,-15.959,,-2194.625,-499.852,-2197.429,-488.484,,-2.804,11.368
1951,24.885,-6.614,-4.599,41.541,9.163,8.352,-4854.773,-4896.708,-4806.972,-3976.79,-3997.232,-3577.774,877.983,899.476,1229.198,,0.877983,0.899476,1.229198,,-8.701,10.873,-8.806,6.267,,-2210.665,-471.297,-2205.23,-464.65,,5.435,6.647,,-8.971,41.673,-9.059,36.839,,-2203.596,-458.179,-2206.488,-451.645,,-2.892,6.534
1952,-46.669,-40.4,-38.496,-22.248,-21.037,-8.484,-4901.442,-4937.108,-4845.468,-3999.038,-4018.269,-3586.258,902.404,918.839,1259.21,,0.902404,0.918839,1.25921,,-8.659,-22.908,-9.061,-25.324,,-2219.324,-494.205,-2214.291,-489.974,,5.033,4.231,,-9.209,-28.123,-8.794,-27.355,,-2212.805,-486.302,-2215.282,-479,,-2.477,7.302
1953,-35.54,-8.84,9.531,-11.162,17.402,27.081,-4936.982,-4945.948,-4835.937,-4010.2,-4000.867,-3559.177,926.782,945.081,1276.76,,0.926782,0.945081,1.27676,,-8.918,7.037,-8.964,11.54,,-2228.242,-487.168,-2223.255,-478.434,,4.987,8.734,,-8.818,-18.302,-8.921,-15.946,,-2221.623,-504.604,-2224.203,-494.946,,-2.58,9.658
1954,25.874,-2.89,-40.55,43.277,17.517,-8.892,-4911.108,-4948.838,-4876.487,-3966.923,-3983.35,-3568.069,944.185,965.488,1308.418,,0.944185,0.965488,1.308418,,-8.856,11.081,-8.632,11.425,,-2237.098,-476.087,-2231.887,-467.009,,5.211,9.078,,-8.643,40.663,-8.764,39.657,,-2230.266,-463.941,-2232.967,-455.289,,-2.701,8.652
1955,-39.462,-37.439,-0.427,-24.16,-24.308,16.867,-4950.57,-4986.277,-4876.914,-3991.083,-4007.658,-3551.202,959.487,978.619,1325.712,,0.959487,0.978619,1.325712,,-8.86,-26.641,-8.519,-30.491,,-2245.958,-502.728,-2240.406,-497.5,,5.552,5.228,,-8.853,-27.395,-8.627,-28.474,,-2239.119,-491.336,-2241.594,-483.763,,-2.475,7.573
1956,-30.143,0.768,-22.151,-14.574,17.838,6.048,-4980.713,-4985.509,-4899.065,-4005.657,-3989.82,-3545.154,975.056,995.689,1353.911,,0.975056,0.995689,1.353911,,-8.735,10.635,-8.743,12.96,,-2254.693,-492.093,-2249.149,-484.54,,5.544,7.553,,-8.383,-20.295,-8.811,-18.357,,-2247.502,-511.631,-2250.405,-502.12,,-2.903,9.511
1957,33.312,1.78,-2.262,44.968,14.509,10.961,-4947.401,-4983.729,-4901.327,-3960.689,-3975.311,-3534.193,986.712,1008.418,1367.134,,0.986712,1.008418,1.367134,,-8.798,9.858,-8.736,12.329,,-2263.491,-482.235,-2257.885,-472.211,,5.606,10.024,,-9.004,42.78,-8.937,42.267,,-2256.506,-468.851,-2259.342,-459.853,,-2.836,8.998
1958,-38.245,-34.304,-28.524,-27.059,-28.24,-5.779,-4985.646,-5018.033,-4929.851,-3987.748,-4003.551,-3539.972,997.898,1014.482,1389.879,,0.997898,1.014482,1.389879,,-9.034,-25.094,-8.65,-27.64,,-2272.525,-507.329,-2266.535,-499.851,,5.99,7.478,,-8.707,-28.563,-9.02,-27.745,,-2265.213,-497.414,-2268.362,-487.598,,-3.149,9.816
1959,-30.019,-0.998,1.973,-18.438,4.749,14.091,-5015.665,-5019.031,-4927.878,-4006.186,-3998.802,-3525.881,1009.479,1020.229,1401.997,,1.009479,1.020229,1.401997,,-8.871,8.42,-8.821,6.717,,-2281.396,-498.909,-2275.356,-493.134,,6.04,5.775,,-9.176,-19.471,-8.86,-18.876,,-2274.389,-516.885,-2277.222,-506.474,,-2.833,10.411
1960,27.971,1.117,-29.436,42.053,16.949,-6.623,-4987.694,-5017.914,-4957.314,-3964.133,-3981.853,-3532.504,1023.561,1036.061,1424.81,,1.023561,1.036061,1.42481,,-9.003,13.4,-8.719,16.511,,-2290.399,-485.509,-2284.075,-476.623,,6.324,8.886,,-8.566,39.462,-9.025,40.12,,-2282.955,-477.423,-2286.247,-466.354,,-3.292,11.069
1961,-38.137,-42.23,2.129,-26.247,-27.684,12.537,-5025.831,-5060.144,-4955.185,-3990.38,-4009.537,-3519.967,1035.451,1050.607,1435.218,,1.035451,1.050607,1.435218,,-8.912,-27.982,-9.049,-27.821,,-2299.311,-513.491,-2293.124,-504.444,,6.187,9.047,,-8.991,-24.013,-8.78,-25.449,,-2291.946,-501.436,-2295.027,-491.803,,-3.081,9.633
1962,-37.023,-9.484,-29.374,-21.819,4.933,-6.321,-5062.854,-5069.628,-4984.559,-4012.199,-4004.604,-3526.288,1050.655,1065.024,1458.271,,1.050655,1.065024,1.458271,,-8.83,8.653,-8.753,6.288,,-2308.141,-504.838,-2301.877,-498.156,,6.264,6.682,,-8.665,-21.013,-8.925,-20.082,,-2300.611,-522.449,-2303.952,-511.885,,-3.341,10.564
1963,20.792,-7.864,-0.003,37.533,9.873,7.671,-5042.062,-5077.492,-4984.562,-3974.666,-3994.731,-3518.617,1067.396,1082.761,1465.945,,1.067396,1.082761,1.465945,,-8.619,12.543,-8.363,11.868,,-2316.76,-492.295,-2310.24,-486.288,,6.52,6.007,,-8.716,38.677,-8.669,38.554,,-2309.327,-483.772,-2312.621,-473.331,,-3.294,10.441
1964,-41.647,-46.583,-34.01,-25.569,-24.357,-12.65,-5083.709,-5124.075,-5018.572,-4000.235,-4019.088,-3531.267,1083.474,1104.987,1487.305,,1.083474,1.104987,1.487305,,-8.441,-26.335,-9.027,-20.358,,-2325.201,-518.63,-2319.267,-506.646,,5.934,11.984,,-8.378,-23.428,-8.998,-23.442,,-2317.705,-507.2,-2321.619,-496.773,,-3.914,10.427
1965,-40.002,-14.709,9.119,-18.915,2.152,24.06,-5123.711,-5138.784,-5009.453,-4019.15,-4016.936,-3507.207,1104.561,1121.848,1502.246,,1.104561,1.121848,1.502246,,-8.896,5.929,-8.667,2.675,,-2334.097,-512.701,-2327.934,-503.971,,6.163,8.73,,-8.945,-19.513,-8.269,-19.748,,-2326.65,-526.713,-2329.888,-516.521,,-3.238,10.192
1966,15.579,-5.534,-35.41,39.262,17.934,-2.528,-5108.132,-5144.318,-5044.863,-3979.888,-3999.002,-3509.735,1128.244,1145.316,1535.128,,1.128244,1.145316,1.535128,,-8.988,15.526,-8.598,12.433,,-2343.085,-497.175,-2336.532,-491.538,,6.553,5.637,,-8.844,36.485,-9.341,36.333,,-2335.494,-490.228,-2339.229,-480.188,,-3.735,10.04
1967,-42.36,-46.556,-6.888,-20.092,-17.951,17.71,-5150.492,-5190.874,-5051.751,-3999.98,-4016.953,-3492.025,1150.512,1173.921,1559.726,,1.150512,1.173921,1.559726,,-8.753,-27.735,-8.818,-21.683,,-2351.838,-524.91,-2345.35,-513.221,,6.488,11.689,,-9.177,-23.576,-8.982,-22.155,,-2344.671,-513.804,-2348.211,-502.343,,-3.54,11.461
1968,-34.767,-8.335,-18.345,-16.728,10.856,5.922,-5185.259,-5199.209,-5070.096,-4016.708,-4006.097,-3486.103,1168.551,1193.112,1583.993,,1.168551,1.193112,1.583993,,-8.775,7.744,-8.717,6.733,,-2360.613,-517.166,-2354.067,-506.488,,6.546,10.678,,-8.822,-18.773,-9.257,-18.909,,-2353.493,-532.577,-2357.468,-521.252,,-3.975,11.325
1969,24.683,-0.441,-8.86,45.687,15.897,16.884,-5160.576,-5199.65,-5078.956,-3971.021,-3990.2,-3469.219,1189.555,1209.45,1609.737,,1.189555,1.20945,1.609737,,-8.889,13.569,-8.707,7.338,,-2369.502,-503.597,-2362.774,-499.15,,6.728,4.447,,-9.145,39.112,-8.395,36.96,,-2362.638,-493.465,-2365.863,-484.292,,-3.225,9.173
1970,-44.403,-40.152,-32.268,-17.093,-10.304,-0.095,-5204.979,-5239.802,-5111.224,-3988.114,-4000.504,-3469.314,1216.865,1239.298,1641.91,,1.216865,1.239298,1.64191,,-8.789,-26.15,-8.87,-19.691,,-2378.291,-529.747,-2371.644,-518.841,,6.647,10.906,,-8.706,-29.333,-9.512,-24.156,,-2371.344,-522.798,-2375.375,-508.448,,-4.031,14.35
1971,-27.424,-5.254,0.812,-12.085,15.503,19.064,-5232.403,-5245.056,-5110.412,-4000.199,-3985.001,-3450.25,1232.204,1260.055,1660.162,,1.232204,1.260055,1.660162,,-8.78,6.438,-8.146,8.763,,-2387.071,-523.309,-2379.79,-510.078,,7.281,13.231,,-8.689,-14.306,-8.176,-17.949,,-2380.033,-537.104,-2383.551,-526.397,,-3.518,10.707
1972,26.072,5.335,-40.649,41.361,12.074,-6.968,-5206.331,-5239.721,-5151.061,-3958.838,-3972.927,-3457.218,1247.493,1266.794,1693.843,,1.247493,1.266794,1.693843,,-8.54,15.09,-8.939,6.363,,-2395.611,-508.219,-2388.729,-503.715,,6.882,4.504,,-8.469,37.798,-9.02,36.464,,-2388.502,-499.306,-2392.571,-489.933,,-4.069,9.373
1973,-37.871,-38.757,0.526,-13.919,-12.51,24.647,-5244.202,-5278.478,-5150.535,-3972.757,-3985.437,-3432.571,1271.445,1293.041,1717.964,,1.271445,1.293041,1.717964,,-9.107,-29.119,-8.421,-23.071,,-2404.718,-537.338,-2397.15,-526.786,,7.568,10.552,,-8.688,-28.242,-8.258,-24.404,,-2397.19,-527.548,-2400.829,-514.337,,-3.639,13.211
1974,-28.399,-1.342,-35.474,-12.896,18.516,-1.376,-5272.601,-5279.82,-5186.009,-3985.653,-3966.921,-3433.947,1286.948,1312.899,1752.062,,1.286948,1.312899,1.752062,,-8.656,9.228,-9.151,13.664,,-2413.374,-528.11,-2406.301,-513.122,,7.073,14.988,,-8.603,-17.439,-9.243,-17.483,,-2405.793,-544.987,-2410.072,-531.82,,-4.279,13.167
1975,29.244,-0.307,-8.508,40.954,8.557,11.122,-5243.357,-5280.127,-5194.517,-3944.699,-3958.364,-3422.825,1298.658,1321.763,1771.692,,1.298658,1.321763,1.771692,,-8.975,12.08,-8.293,4.113,,-2422.349,-516.03,-2414.594,-509.009,,7.755,7.021,,-8.931,40.77,-8.836,38.172,,-2414.724,-504.217,-2418.908,-493.648,,-4.184,10.569
1976,-39.704,-38.857,-27.792,-22.437,-20.823,0.948,-5283.061,-5318.984,-5222.309,-3967.136,-3979.187,-3421.877,1315.925,1339.797,1800.432,,1.315925,1.339797,1.800432,,-8.905,-25.938,-9.078,-24.082,,-2431.254,-541.968,-2423.672,-533.091,,7.582,8.877,,-8.79,-28.209,-8.411,-25.539,,-2423.514,-532.426,-2427.319,-519.187,,-3.805,13.239
1977,-28.048,-4.507,2.463,-10.585,20.086,27.308,-5311.109,-5323.491,-5219.846,-3977.721,-3959.101,-3394.569,1333.388,1364.39,1825.277,,1.333388,1.36439,1.825277,,-8.923,6.757,-8.294,12.026,,-2440.177,-535.211,-2431.966,-521.065,,8.211,14.146,,-9.217,-17.782,-9.354,-17.83,,-2432.731,-550.208,-2436.673,-537.017,,-3.942,13.191
1978,26.396,2.351,-31.797,47.835,21.045,3.901,-5284.713,-5321.14,-5251.643,-3929.886,-3938.056,-3390.668,1354.827,1383.084,1860.975,,1.354827,1.383084,1.860975,,-8.43,15.207,-8.686,10.977,,-2448.607,-520.004,-2440.652,-510.088,,7.955,9.916,,-8.663,38.572,-9.467,38.215,,-2441.394,-511.636,-2446.14,-498.802,,-4.746,12.834
1979,-38.049,-41.085,-4.567,-14.21,-16.441,20.129,-5322.762,-5362.225,-5256.21,-3944.096,-3954.497,-3370.539,1378.666,1407.728,1885.671,,1.378666,1.407728,1.885671,,-8.603,-27.308,-8.608,-27.756,,-2457.21,-547.312,-2449.26,-537.844,,7.95,9.468,,-8.6,-25.596,-8.622,-24.541,,-2449.994,-537.232,-2454.762,-523.343,,-4.768,13.889
1980,-33.647,-6.023,-25.751,-8.383,24.058,14.729,-5356.409,-5368.248,-5281.961,-3952.479,-3930.439,-3355.81,1403.93,1437.809,1926.151,,1.40393,1.437809,1.926151,,-8.653,7.107,-8.503,12.176,,-2465.863,-540.205,-2457.763,-525.668,,8.1,14.537,,-8.513,-20.732,-8.415,-19.84,,-2458.507,-557.964,-2463.177,-543.183,,-4.67,14.781
1981,31.415,4.475,3.354,47.278,17.461,18.561,-5324.994,-5363.773,-5278.607,-3905.201,-3912.978,-3337.249,1419.793,1450.795,1941.358,,1.419793,1.450795,1.941358,,-8.984,14.22,-8.533,8.476,,-2474.847,-525.985,-2466.296,-517.192,,8.551,8.793,,-8.922,42.223,-8.293,38.54,,-2467.429,-515.741,-2471.47,-504.643,,-4.041,11.098
1982,-38.113,-35.369,-36.631,-18.463,-18.458,-2.025,-5363.107,-5399.142,-5315.238,-3923.664,-3931.436,-3339.274,1439.443,1467.706,1975.964,,1.439443,1.467706,1.975964,,-9.021,-25.62,-8.863,-23.781,,-2483.868,-551.605,-2475.159,-540.973,,8.709,10.632,,-8.696,-28.074,-8.966,-23.368,,-2476.125,-543.815,-2480.436,-528.011,,-4.311,15.804
1983,-30.337,-6.928,7.729,-11.941,15.78,25.009,-5393.444,-5406.07,-5307.509,-3935.605,-3915.656,-3314.265,1457.839,1490.414,1993.244,,1.457839,1.490414,1.993244,,-9.098,3.557,-8.43,7.274,,-2492.966,-548.048,-2483.589,-533.699,,9.377,14.349,,-9.072,-19.015,-8.944,-20.484,,-2485.197,-562.83,-2489.38,-548.495,,-4.183,14.335
1984,28.646,3.414,-39.722,43.751,16.263,2.451,-5364.798,-5402.656,-5347.231,-3891.854,-3899.393,-3311.814,1472.944,1503.263,2035.417,,1.472944,1.503263,2.035417,,-8.732,14.761,-8.796,10.753,,-2501.698,-533.287,-2492.385,-522.946,,9.313,10.341,,-8.837,40.296,-9.099,38.32,,-2494.034,-522.534,-2498.479,-510.175,,-4.445,12.359
1985,-37.094,-35.306,3.197,-20.2,-17.494,16.225,-5401.892,-5437.962,-5344.034,-3912.054,-3916.887,-3295.589,1489.838,1521.075,2048.445,,1.489838,1.521075,2.048445,,-8.553,-25.482,-7.93,-21.2,,-2510.251,-558.769,-2500.315,-544.146,,9.936,14.623,,-9.081,-25.683,-9.106,-22.847,,-2503.115,-548.217,-2507.585,-533.022,,-4.47,15.195
1986,-30.539,-1.802,-25.503,-18.515,9.459,10.538,-5432.431,-5439.764,-5369.537,-3930.569,-3907.428,-3285.051,1501.862,1532.336,2084.486,,1.501862,1.532336,2.084486,,-8.768,7.722,-8.879,7.145,,-2519.019,-551.047,-2509.194,-537.001,,9.825,14.046,,-8.654,-20.609,-8.933,-20.186,,-2511.769,-568.826,-2516.518,-553.208,,-4.749,15.618
1987,31.237,-0.324,-4.45,45.486,15.27,15.131,-5401.194,-5440.088,-5373.987,-3885.083,-3892.158,-3269.92,1516.111,1547.93,2104.067,,1.516111,1.54793,2.104067,,-8.641,10.03,-8.485,7.452,,-2527.66,-541.017,-2517.679,-529.549,,9.981,11.468,,-8.862,41.506,-8.773,37.356,,-2520.631,-527.32,-2525.291,-515.852,,-4.66,11.468
1988,-39.443,-33.562,-22.946,-9.146,-4.699,11.719,-5440.637,-5473.65,-5396.933,-3894.229,-3896.857,-3258.201,1546.408,1576.793,2138.732,,1.546408,1.576793,2.138732,,-8.733,-21.7,-8.596,-18.98,,-2536.393,-562.717,-2526.275,-548.529,,10.118,14.188,,-8.808,-28.014,-8.52,-22.924,,-2529.439,-555.334,-2533.811,-538.776,,-4.372,16.558
1989,-31.244,-7.213,9.027,-7.113,17.753,27.356,-5471.881,-5480.863,-5387.906,-3901.342,-3879.104,-3230.845,1570.539,1601.759,2157.061,,1.570539,1.601759,2.157061,,-9.316,6.61,-8.726,6.59,,-2545.709,-556.107,-2535.001,-541.939,,10.708,14.168,,-9.196,-18.461,-8.222,-18.882,,-2538.635,-573.795,-2542.033,-557.658,,-3.398,16.137
1990,23.941,-4.972,-32.861,43.521,13.318,-11.41,-5447.94,-5485.835,-5420.767,-3857.821,-3865.786,-3242.255,1590.119,1620.049,2178.512,,1.590119,1.620049,2.178512,,-8.811,9.905,-8.645,5.203,,-2554.52,-546.202,-2543.646,-536.736,,10.874,9.466,,-8.661,38.091,-9.114,35.757,,-2547.296,-535.704,-2551.147,-521.901,,-3.851,13.803
1991,-39.361,-40.446,6.536,-12.929,-9.281,13.814,-5487.301,-5526.281,-5414.231,-3870.75,-3875.067,-3228.441,1616.551,1651.214,2185.79,,1.616551,1.651214,2.18579,,-8.957,-23.968,-8.511,-17.318,,-2563.477,-570.17,-2552.157,-554.054,,11.32,16.116,,-9.045,-24.139,-9.137,-21.515,,-2556.341,-559.843,-2560.284,-543.416,,-3.943,16.427
1992,-36.763,-9.424,-26.271,-12.804,13.056,-4.58,-5524.064,-5535.705,-5440.502,-3883.554,-3862.011,-3233.021,1640.51,1673.694,2207.481,,1.64051,1.673694,2.207481,,-8.871,8.663,-8.86,8.159,,-2572.348,-561.507,-2561.017,-545.895,,11.331,15.612,,-8.534,-20.016,-9.261,-19.027,,-2564.875,-579.859,-2569.545,-562.443,,-4.67,17.416
