year,ref_ori,ref_kc200,ref_kc400,co2_ori,co2_kc200,co2_kc400,ref_ori,ref_kc200,ref_kc400,co2_ori,co2_kc200,co2_kc400,CO2_ori,CO2_kc200,CO2_kc400,pgC,CO2_ori,CO2_kc200,CO2_kc400,kc200,ref_12,ref_13,co2_12,co2_13,cum,ref_12,ref_13,co2_12,co2_13,effect,co2_12,co2_13,ori,ref_12,ref_13,co2_12,co2_13,cum,ref_12,ref_13,co2_12,co2_13,effect,co2_12,co2_13
1993,22.582,-7.507,0.331,39.003,7.733,1.019,-5501.482,-5543.212,-5440.171,-3844.551,-3854.278,-3232.002,1656.931,1688.934,2208.169,,1.656931,1.688934,2.208169,,-8.953,9.986,-8.333,3.218,,-2581.301,-551.521,-2569.35,-542.677,,11.951,8.844,,-9.094,39.744,-9.061,34.763,,-2573.969,-540.115,-2578.606,-527.68,,-4.637,12.435
1994,-42.67,-40.684,-36.298,-13.193,-6.77,-2.372,-5544.152,-5583.896,-5476.469,-3857.744,-3861.048,-3234.374,1686.408,1722.848,2242.095,,1.686408,1.722848,2.242095,,-8.793,-24.872,-8.235,-15.743,,-2590.094,-576.393,-2577.585,-558.42,,12.509,17.973,,-8.755,-25.955,-8.802,-21.002,,-2582.724,-566.07,-2587.408,-548.682,,-4.684,17.388
1995,-33.07,-5.937,2.524,-5.635,22.659,23.863,-5577.222,-5589.833,-5473.945,-3863.379,-3838.389,-3210.511,1713.843,1751.444,2263.434,,1.713843,1.751444,2.263434,,-8.805,7.76,-8.682,9.055,,-2598.899,-568.633,-2586.267,-549.365,,12.632,19.268,,-8.863,-18.936,-8.376,-18.75,,-2591.587,-585.006,-2595.784,-567.432,,-4.197,17.574
1996,23.745,-0.256,-33.594,47.044,13.182,2.523,-5553.477,-5590.089,-5507.539,-3816.335,-3825.207,-3207.988,1737.142,1764.882,2299.551,,1.737142,1.764882,2.299551,,-8.67,13.827,-8.666,0.226,,-2607.569,-554.806,-2594.933,-549.139,,12.636,5.667,,-8.793,38.731,-9.161,34.999,,-2600.38,-546.275,-2604.945,-532.433,,-4.565,13.842
1997,-39.625,-42.821,-4.643,-12.629,-5.942,17.057,-5593.102,-5632.91,-5512.182,-3828.964,-3831.149,-3190.931,1764.138,1801.761,2321.251,,1.764138,1.801761,2.321251,,-9.494,-28.455,-8.269,-17.405,,-2617.063,-583.261,-2603.202,-566.544,,13.861,16.717,,-8.985,-24.818,-8.461,-22.497,,-2609.365,-571.093,-2613.406,-554.93,,-4.041,16.163
1998,-35.503,-4.75,-24.75,-2.039,31.636,16.381,-5628.605,-5637.66,-5536.932,-3831.003,-3799.513,-3174.55,1797.602,1838.147,2362.382,,1.797602,1.838147,2.362382,,-8.923,8.98,-8.728,13.877,,-2625.986,-574.281,-2611.93,-552.667,,14.056,21.614,,-8.726,-20.633,-9.233,-17.163,,-2618.091,-591.726,-2622.639,-572.093,,-4.548,19.633
1999,28.046,2.338,-15.604,48.293,16.343,18.206,-5600.559,-5635.322,-5552.536,-3782.71,-3783.17,-3156.344,1817.849,1852.152,2396.192,,1.817849,1.852152,2.396192,,-9.101,13.484,-8.76,0.756,,-2635.087,-560.797,-2620.69,-551.911,,14.397,8.886,,-9.405,41.021,-8.815,34.62,,-2627.496,-550.705,-2631.454,-537.473,,-3.958,13.232
2000,-41.13,-39.977,-31.019,-8.386,-5.229,13.138,-5641.689,-5675.299,-5583.555,-3791.096,-3788.399,-3143.206,1850.593,1886.9,2440.349,,1.850593,1.8869,2.440349,,-9.128,-27.248,-8.346,-20.36,,-2644.215,-588.045,-2629.036,-572.271,,15.179,15.774,,-8.847,-28.59,-8.888,-22.868,,-2636.343,-579.295,-2640.342,-560.341,,-3.999,18.954
2001,-27.581,-2.613,4.614,-5.028,24.138,20.352,-5669.27,-5677.912,-5578.941,-3796.124,-3764.261,-3122.854,1873.146,1913.651,2456.087,,1.873146,1.913651,2.456087,,-8.894,8.112,-8.707,13.824,,-2653.109,-579.933,-2637.743,-558.447,,15.366,21.486,,-9.063,-16.953,-9.059,-16.361,,-2645.406,-596.248,-2649.401,-576.702,,-3.995,19.546
2002,27.52,1.558,-36.451,43.36,13.031,0.126,-5641.75,-5676.354,-5615.392,-3752.764,-3751.23,-3122.728,1888.986,1925.124,2492.664,,1.888986,1.925124,2.492664,,-8.688,13.767,-8.346,2.37,,-2661.797,-566.166,-2646.089,-556.077,,15.708,10.089,,-8.625,38.695,-9.209,33.9,,-2654.031,-557.553,-2658.61,-542.802,,-4.579,14.751
2003,-36.691,-39.567,3.345,-9.588,-8.449,22.077,-5678.441,-5715.921,-5612.047,-3762.352,-3759.679,-3100.651,1916.089,1956.242,2511.396,,1.916089,1.956242,2.511396,,-8.984,-28.518,-8.553,-19.437,,-2670.781,-594.684,-2654.642,-575.514,,16.139,19.17,,-8.879,-26.34,-8.003,-21.369,,-2662.91,-583.893,-2666.613,-564.171,,-3.703,19.722
2004,-28.783,-1.514,-25.18,-14.126,12.422,9.095,-5707.224,-5717.435,-5637.227,-3776.478,-3747.257,-3091.556,1930.746,1970.178,2545.671,,1.930746,1.970178,2.545671,,-8.188,9.6,-8.845,7.378,,-2678.969,-585.084,-2663.487,-568.136,,15.482,16.948,,-9.104,-17.971,-8.976,-18.845,,-2672.014,-601.864,-2675.589,-583.016,,-3.575,18.848
2005,24.991,-4.152,3.115,42.003,13.564,17.928,-5682.233,-5721.587,-5634.112,-3734.475,-3733.693,-3073.628,1947.758,1987.894,2560.484,,1.947758,1.987894,2.560484,,-9.645,10.45,-8.349,6.96,,-2688.614,-574.634,-2671.836,-561.176,,16.778,13.458,,-9.243,38.373,-8.793,34.924,,-2681.257,-563.491,-2684.382,-548.092,,-3.125,15.399
2006,-40.821,-39.208,-29.199,-17.659,-9.689,4.344,-5723.054,-5760.795,-5663.311,-3752.134,-3743.382,-3069.284,1970.92,2017.413,2594.027,,1.97092,2.017413,2.594027,,-8.811,-23.749,-8.327,-15.745,,-2697.425,-598.383,-2680.163,-576.921,,17.262,21.462,,-8.481,-26.068,-9.492,-21.616,,-2689.738,-589.559,-2693.874,-569.708,,-4.136,19.851
2007,-31.661,-6.63,4.751,-14.558,10.598,21.364,-5754.715,-5767.425,-5658.56,-3766.692,-3732.784,-3047.92,1988.023,2034.641,2610.64,,1.988023,2.034641,2.61064,,-8.593,6.508,-8.98,5.866,,-2706.018,-591.875,-2689.143,-571.055,,16.875,20.82,,-8.922,-17.824,-8.88,-17.35,,-2698.66,-607.383,-2702.754,-587.058,,-4.094,20.325
2008,25.727,0.175,-28.609,32.82,1.334,0.546,-5728.988,-5767.25,-5687.169,-3733.872,-3731.45,-3047.374,1995.116,2035.8,2639.795,,1.995116,2.0358,2.639795,,-8.577,12.385,-8.758,-0.975,,-2714.595,-579.49,-2697.901,-572.03,,16.694,7.46,,-8.37,38.107,-8.362,32.849,,-2707.03,-569.276,-2711.116,-554.209,,-4.086,15.067
2009,-37.048,-35.627,0.244,-20.382,-3.904,10.442,-5766.036,-5802.877,-5686.925,-3754.254,-3735.354,-3036.932,2011.782,2067.523,2649.993,,2.011782,2.067523,2.649993,,-8.905,-23.772,-8.389,-7.529,,-2723.5,-603.262,-2706.29,-579.559,,17.21,23.703,,-8.661,-24.768,-9.484,-21.581,,-2715.691,-594.044,-2720.6,-575.79,,-4.909,18.254
2010,-34.846,-6.59,-27.966,-8.799,12.829,11.64,-5800.882,-5809.467,-5714.891,-3763.053,-3722.525,-3025.292,2037.829,2086.942,2689.599,,2.037829,2.086942,2.689599,,-8.988,5.822,-8.444,5.863,,-2732.488,-597.44,-2714.734,-573.696,,17.754,23.744,,-8.647,-21.16,-9.509,-15.407,,-2724.338,-615.204,-2730.109,-591.197,,-5.771,24.007
2011,28.601,2.364,-2.296,38.907,-0.76,10.476,-5772.281,-5807.103,-5717.187,-3724.146,-3723.285,-3014.816,2048.135,2083.818,2702.371,,2.048135,2.083818,2.702371,,-8.855,12.436,-8.942,-7.4,,-2741.343,-585.004,-2723.676,-581.096,,17.667,3.908,,-9.241,40.914,-8.785,32.067,,-2733.579,-574.29,-2738.894,-559.13,,-5.315,15.16
