year,forest,NCE_2011,NCE_CONST,NCE_2011_cum,NCE_CONST_cum,crops,NCE_2011,NCE_CONST,NCE_2011_cum,NCE_CONST_cum,pasture,NCE_2011,NCE_CONST,NCE_2011_cum,NCE_CONST_cum
1970,,13.999,26.261,-297.953,-502.907,,-47.4,-1.64,-32099.367,-34144.353,,12.264,23.276,-10214.884,-8422.161
1971,,63.793,25.67,-234.16,-477.237,,3.057,-4.57,-32096.31,-34148.923,,-24.184,22.641,-10239.068,-8399.52
1972,,-5.481,25.317,-239.641,-451.92,,98.186,-18.835,-31998.124,-34167.758,,106.222,22.125,-10132.846,-8377.395
1973,,76.245,24.21,-163.396,-427.71,,-112.737,15.283,-32110.861,-34152.475,,218.254,21.624,-9914.592,-8355.771
1974,,148.394,23.135,-15.002,-404.575,,-13.613,-21.681,-32124.474,-34174.156,,30.876,20.817,-9883.716,-8334.954
1975,,69.071,26.304,54.069,-378.271,,11.627,-20.538,-32112.847,-34194.694,,91.405,20.21,-9792.311,-8314.744
1976,,100.871,22.553,154.94,-355.718,,-110.431,-4.47,-32223.278,-34199.164,,-138.942,19.164,-9931.253,-8295.58
1977,,-94.753,20.373,60.187,-335.345,,31.738,44.335,-32191.54,-34154.829,,-171.098,18.248,-10102.351,-8277.332
1978,,-14.996,14.045,45.191,-321.3,,157.698,-22.381,-32033.842,-34177.21,,89.426,17.77,-10012.925,-8259.562
1979,,92.259,10.493,137.45,-310.807,,-13.964,16.878,-32047.806,-34160.332,,161.944,16.93,-9850.981,-8242.632
1980,,-174.279,8.95,-36.829,-301.857,,-196.788,2.679,-32244.594,-34157.653,,-260.972,14.339,-10111.953,-8228.293
1981,,55.455,8.18,18.626,-293.677,,187.649,12.475,-32056.945,-34145.178,,126.875,13.451,-9985.078,-8214.842
1982,,60.969,6.694,79.595,-286.983,,68.52,6.258,-31988.425,-34138.92,,220.063,12.749,-9765.015,-8202.093
1983,,-85.043,2.14,-5.448,-284.843,,-216.174,9.704,-32204.599,-34129.216,,-48.584,12.002,-9813.599,-8190.091
1984,,42.181,-3.69,36.733,-288.533,,69.239,0.541,-32135.36,-34128.675,,-39.672,11.311,-9853.271,-8178.78
1985,,86.398,-4.163,123.131,-292.696,,54.687,14.507,-32080.673,-34114.168,,6.273,10.65,-9846.998,-8168.13
1986,,-57.952,-10.527,65.179,-303.223,,21.625,-2.363,-32059.048,-34116.531,,113.978,10.533,-9733.02,-8157.597
1987,,-71.433,-12.645,-6.254,-315.868,,-54.24,-0.569,-32113.288,-34117.1,,-51.831,10.052,-9784.851,-8147.545
1988,,-48.332,-12.162,-54.586,-328.03,,-127.726,-9.005,-32241.014,-34126.105,,-411.585,9.654,-10196.436,-8137.891
1989,,187.781,-13.146,133.195,-341.176,,167.981,14.72,-32073.033,-34111.385,,131.883,9.286,-10064.553,-8128.605
1990,,-104.848,-15.269,28.347,-356.445,,-62.874,-61.591,-32135.907,-34172.976,,27.365,9.753,-10037.188,-8118.852
1991,,88.616,-14.336,116.963,-370.781,,-161.225,-32.16,-32297.132,-34205.136,,-53.587,9.721,-10090.775,-8109.131
1992,,130.487,-13.913,247.45,-384.694,,211.817,-70.282,-32085.315,-34275.418,,333.189,10.41,-9757.586,-8098.721
1993,,-86.433,-12.226,161.017,-396.92,,-129.532,-45.112,-32214.847,-34320.53,,254.828,11.3,-9502.758,-8087.421
1994,,133.527,-13.334,294.544,-410.254,,-124.259,-79.676,-32339.106,-34400.206,,-96.378,11.669,-9599.136,-8075.752
1995,,30.145,-11.78,324.689,-422.034,,-73.271,-42.299,-32412.377,-34442.505,,167.363,12.652,-9431.773,-8063.1
1996,,56.85,-10.221,381.539,-432.255,,-39.073,-77.492,-32451.45,-34519.997,,50.365,13.529,-9381.408,-8049.571
1997,,73.986,-10.407,455.525,-442.662,,-49.205,-48.299,-32500.655,-34568.296,,199.262,14.416,-9182.146,-8035.155
1998,,-113.692,-10.171,341.833,-452.833,,-119.723,-87.758,-32620.378,-34656.054,,-40.148,15.235,-9222.294,-8019.92
1999,,5.694,-8.447,347.527,-461.28,,-56.91,-53.998,-32677.288,-34710.052,,42.452,16.03,-9179.842,-8003.89
2000,,6.87,-9.133,354.397,-470.413,,-46.162,-51.453,-32723.45,-34761.505,,-128.559,5.877,-9308.401,-7998.013
2001,,76.576,-5.821,430.973,-476.234,,-31.203,-10.026,-32754.653,-34771.531,,35.029,15.509,-9273.372,-7982.504
2002,,-54.755,-4.402,376.218,-480.636,,-165.303,-48.912,-32919.956,-34820.443,,-167.445,-6.092,-9440.817,-7988.596
2003,,91.149,-3.588,467.367,-484.224,,121.714,7.416,-32798.242,-34813.027,,20.714,5.304,-9420.103,-7983.292
2004,,106.055,-2.916,573.422,-487.14,,-6.182,-39.649,-32804.424,-34852.676,,192.974,-2.354,-9227.129,-7985.646
2005,,-31.934,-2.814,541.488,-489.954,,-114.317,2.806,-32918.741,-34849.87,,-129.544,5.713,-9356.673,-7979.933
2006,,-20.689,-2.041,520.799,-491.995,,-101.295,-90.796,-33020.036,-34940.666,,-319.783,-40.603,-9676.456,-8020.536
2007,,21.478,6.528,542.277,-485.467,,34.809,-73.802,-32985.227,-35014.468,,-8.066,-1.996,-9684.522,-8022.532
2008,,127.973,15.002,670.25,-470.465,,-67.531,-35.435,-33052.758,-35049.903,,13.202,12.294,-9671.32,-8010.238
2009,,100.952,17.435,771.202,-453.03,,39.592,-3.131,-33013.166,-35053.034,,238.159,16.323,-9433.161,-7993.915
2010,,-53.457,16.061,717.745,-436.969,,-107.942,-33.042,-33121.108,-35086.076,,73.836,15.196,-9359.325,-7978.719
2011,,-22.497,17.751,695.248,-419.218,,-161.593,-128.663,-33282.701,-35214.739,,-72.19,1.238,-9431.515,-7977.481
