year,NEP:LCLUC_2011,NCE: LCLUC_2011,NEP:LCLUC_const,NCE: LCLUC_const,cum_nep,cum_nce,cum_nep_const,cum_nce_const,,forest,NEP_2011,NEP_CONST,NEP_2011_cum,NEP_CONST_cum,crops,NEP_2011,NEP_CONST,NEP_2011_cum,NEP_CONST_cum,pasture,NEP_2011,NEP_CONST,NEP_2011_cum,NEP_CONST_cum
1701,-27.687,-33.052,8.95,4.411,-27.687,-33.052,8.95,4.411,,,-87.716,14.582,-87.716,14.582,,0.564,0.507,0.564,0.507,,2.199,2.284,2.199,2.284
1702,130.493,123.356,57.034,50.609,102.806,90.304,65.984,55.02,,,25.92,13.698,-61.796,28.28,,0.419,0.42,0.983,0.927,,1.453,2.178,3.652,4.462
1703,155.371,147.035,-5.175,-12.552,258.177,237.339,60.809,42.468,,,-3.702,13.287,-65.498,41.567,,0.363,0.28,1.346,1.207,,4.51,2.161,8.162,6.623
1704,34.876,25.848,3.801,-3.939,293.053,263.187,64.61,38.529,,,-82.776,13.226,-148.274,54.793,,0.125,0.213,1.471,1.42,,6.013,2.124,14.175,8.747
1705,314.045,304.114,59.347,50.98,607.098,567.301,123.957,89.509,,,96.077,13.883,-52.197,68.676,,0.085,0.133,1.556,1.553,,4.152,2.117,18.327,10.864
1706,-7.037,-16.231,-6.84,-15.617,600.061,551.07,117.117,73.892,,,1.552,14.274,-50.645,82.95,,-0.111,0.115,1.445,1.668,,-1.221,2.135,17.106,12.999
1707,-406.242,-414.951,8.289,-0.592,193.819,136.119,125.406,73.3,,,-74.838,14.516,-125.483,97.466,,0.049,0.11,1.494,1.778,,-2.682,2.084,14.424,15.083
1708,-29.844,-38.863,58.196,48.879,163.975,97.256,183.602,122.179,,,55.662,14.201,-69.821,111.667,,0.164,0.092,1.658,1.87,,-2.381,2.162,12.043,17.245
1709,255.083,245.4,-5.694,-15.455,419.058,342.656,177.908,106.724,,,184.581,13.899,114.76,125.566,,-0.034,0.082,1.624,1.952,,1.939,2.185,13.982,19.43
1710,-216.528,-227.425,3.986,-6.547,202.53,115.231,181.894,100.177,,,4.008,13.952,118.768,139.518,,0.003,0.121,1.627,2.073,,0.014,2.236,13.996,21.666
1711,-728.896,-739.516,58.363,47.427,-526.366,-624.285,240.257,147.604,,,-266.257,13.832,-147.489,153.35,,-0.162,0.086,1.465,2.159,,-4.847,2.268,9.149,23.934
1712,381.174,370.967,-7.186,-18.049,-145.192,-253.318,233.071,129.555,,,96.864,14.073,-50.625,167.423,,0.112,0.12,1.577,2.279,,-0.327,2.286,8.822,26.22
1713,-860.772,-871.718,7.748,-3.704,-1005.964,-1125.036,240.819,125.851,,,-436.992,14.166,-487.617,181.589,,-0.205,0.11,1.372,2.389,,-3.597,2.316,5.225,28.536
1714,208.405,197.318,59.569,48.012,-797.559,-927.718,300.388,173.863,,,100.103,14.095,-387.514,195.684,,0.038,0.164,1.41,2.553,,1.74,2.387,6.965,30.923
1715,463.641,451.923,-10.723,-22.288,-333.918,-475.795,289.665,151.575,,,180.774,14.187,-206.74,209.871,,0.024,0.171,1.434,2.724,,4.469,2.429,11.434,33.352
1716,292.558,280.466,7.38,-4.188,-41.36,-195.329,297.045,147.387,,,135.243,14.695,-71.497,224.566,,0.247,0.194,1.681,2.918,,2.627,2.485,14.061,35.837
1717,-96.238,-108.214,67.49,55.706,-137.598,-303.543,364.535,203.093,,,9.87,14.577,-61.627,239.143,,0.137,0.211,1.818,3.129,,1.219,2.538,15.28,38.375
1718,111.539,99.285,-10.794,-23.153,-26.059,-204.258,353.741,179.94,,,39.604,14.937,-22.023,254.08,,0.06,0.232,1.878,3.361,,0.593,2.626,15.873,41.001
1719,258.141,245.933,7.403,-4.71,232.082,41.675,361.144,175.23,,,178.716,14.951,156.693,269.031,,0.351,0.26,2.229,3.621,,3.967,2.666,19.84,43.667
1720,-5.064,-18.234,60.858,48.088,227.018,23.441,422.002,223.318,,,71.44,15.149,228.133,284.18,,0.211,0.253,2.44,3.874,,0.474,2.709,20.314,46.376
1721,-50.922,-64.121,-2.821,-16.029,176.096,-40.68,419.181,207.289,,,58.663,15.266,286.796,299.446,,0.287,0.212,2.727,4.086,,1.238,2.739,21.552,49.115
1722,-12.186,-25.794,5.565,-7.752,163.91,-66.474,424.746,199.537,,,35.276,15.173,322.072,314.619,,0.128,0.279,2.855,4.365,,2.434,2.817,23.986,51.932
1723,46.583,33.232,64.037,50.831,210.493,-33.242,488.783,250.368,,,14.221,14.79,336.293,329.409,,-0.095,0.258,2.76,4.623,,0.735,2.86,24.721,54.792
1724,110.337,96.416,-5.498,-18.943,320.83,63.174,483.285,231.425,,,-67.646,14.373,268.647,343.782,,0.196,0.281,2.956,4.904,,4.65,2.91,29.371,57.702
1725,294.907,280.132,4.401,-9.325,615.737,343.306,487.686,222.1,,,135.576,14.32,404.223,358.102,,0.165,0.285,3.121,5.189,,9.812,2.952,39.183,60.654
1726,-416.017,-430.08,62.891,49.128,199.72,-86.774,550.577,271.228,,,-129.111,14.228,275.112,372.33,,0.162,0.344,3.283,5.533,,-2.467,3.028,36.716,63.682
1727,-465.893,-479.533,-3.107,-17.143,-266.173,-566.307,547.47,254.085,,,-380.598,15.086,-105.486,387.416,,0.13,0.349,3.413,5.882,,-0.323,3.089,36.393,66.771
1728,307.051,292.954,3.895,-10.457,40.878,-273.353,551.365,243.628,,,219.982,14.917,114.496,402.333,,0.726,0.355,4.139,6.237,,1.752,3.161,38.145,69.932
1729,262.494,247.932,66.606,52.395,303.372,-25.421,617.971,296.023,,,42.483,14.892,156.979,417.225,,0.383,0.366,4.522,6.603,,5.494,3.23,43.639,73.162
1730,299.89,283.998,-6.454,-21.422,603.262,258.577,611.517,274.601,,,39.116,15.345,196.095,432.57,,0.168,0.408,4.69,7.011,,10.266,3.248,53.905,76.41
1731,359.551,342.857,8.07,-6.828,962.813,601.434,619.587,267.773,,,73.106,15.156,269.201,447.726,,0.394,0.389,5.084,7.4,,11.911,3.261,65.816,79.671
1732,160.456,144.17,58.569,43.299,1123.269,745.604,678.156,311.072,,,141.58,14.829,410.781,462.555,,0.364,0.4,5.448,7.8,,1.155,3.29,66.971,82.961
1733,269.989,253.078,-3.002,-18.643,1393.258,998.682,675.154,292.429,,,7.137,14.288,417.918,476.843,,0.125,0.37,5.573,8.17,,7.772,3.317,74.743,86.278
1734,492.983,475.806,5.936,-9.62,1886.241,1474.488,681.09,282.809,,,300.098,14.334,718.016,491.177,,0.703,0.447,6.276,8.617,,7.494,3.383,82.237,89.661
1735,98.682,81.661,60.459,44.551,1984.923,1556.149,741.549,327.36,,,228.226,14.562,946.242,505.739,,0.585,0.446,6.861,9.063,,5.054,3.416,87.291,93.077
1736,235.025,216.805,-5.887,-21.912,2219.948,1772.954,735.662,305.448,,,13.371,14.578,959.613,520.317,,0.279,0.454,7.14,9.517,,10.022,3.448,97.313,96.525
1737,-57.563,-74.658,11.095,-4.737,2162.385,1698.296,746.757,300.711,,,25.035,14.678,984.648,534.995,,0.332,0.49,7.472,10.007,,2.359,3.572,99.672,100.097
1738,16.916,-0.301,63.202,46.738,2179.301,1697.995,809.959,347.449,,,49.292,14.771,1033.94,549.766,,0.712,0.534,8.184,10.541,,2.388,3.742,102.06,103.839
1739,25.3,8.082,-2.44,-19.076,2204.601,1706.077,807.519,328.373,,,-50.467,14.978,983.473,564.744,,0.528,0.536,8.712,11.077,,0.782,3.891,102.842,107.73
1740,-97.569,-114.658,4.079,-13.098,2107.032,1591.419,811.598,315.275,,,94.652,14.346,1078.125,579.09,,0.569,0.539,9.281,11.616,,0.456,4.129,103.298,111.859
1741,-47.029,-65.026,62.366,44.624,2060.003,1526.393,873.964,359.899,,,-28.66,13.401,1049.465,592.491,,0.758,0.495,10.039,12.111,,4.67,4.282,107.968,116.141
1742,130.879,112.22,-5.994,-24.006,2190.882,1638.613,867.97,335.893,,,100.829,12.851,1150.294,605.342,,0.615,0.536,10.654,12.647,,5.563,4.532,113.531,120.673
1743,-909.888,-927.168,4.768,-13.089,1280.994,711.445,872.738,322.804,,,-384.356,12.648,765.938,617.99,,0.379,0.552,11.033,13.199,,-8.648,4.737,104.883,125.41
1744,-278.595,-294.915,61,42.733,1002.399,416.53,933.738,365.537,,,3.37,12.641,769.308,630.631,,1.515,0.549,12.548,13.748,,-7.703,4.925,97.18,130.335
1745,-110.119,-127.179,-4.529,-23.014,892.28,289.351,929.209,342.523,,,-16.235,12.596,753.073,643.227,,0.655,0.549,13.203,14.297,,1.103,5.106,98.283,135.441
1746,324.789,305.982,7.457,-11.471,1217.069,595.333,936.666,331.052,,,115.849,13.062,868.922,656.289,,0.341,0.598,13.544,14.895,,7.554,5.285,105.837,140.726
1747,-385.386,-403.653,66.345,47.63,831.683,191.68,1003.011,378.682,,,-111.868,13.969,757.054,670.258,,0.335,0.615,13.879,15.51,,-0.724,5.434,105.113,146.16
1748,-163.775,-182.067,-7.175,-26.561,667.908,9.613,995.836,352.121,,,68.22,13.864,825.274,684.122,,0.723,0.616,14.602,16.126,,-2.535,5.556,102.578,151.716
1749,264.808,246.449,10.764,-8.532,932.716,256.062,1006.6,343.589,,,119.123,13.602,944.397,697.724,,0.542,0.645,15.144,16.771,,6.072,5.625,108.65,157.341
1750,-153.68,-174.538,59.225,37.891,779.036,81.524,1065.825,381.48,,,21.861,13.695,966.258,711.419,,0.623,0.656,15.767,17.427,,0.162,5.46,108.812,162.801
1751,381.562,358.619,-5.441,-27.984,1160.598,440.143,1060.384,353.496,,,77.104,13.5,1043.362,724.919,,0.329,0.604,16.096,18.031,,13.049,5.24,121.861,168.041
1752,250.27,226.012,9.915,-12.728,1410.868,666.155,1070.299,340.768,,,14.325,14.149,1057.687,739.068,,0.762,0.62,16.858,18.651,,12.11,5.055,133.971,173.096
1753,-148.016,-170.699,63.359,41.072,1262.852,495.456,1133.658,381.84,,,7.011,14.362,1064.698,753.43,,0.761,0.617,17.619,19.268,,-3.646,4.936,130.325,178.032
1754,507.942,484.274,-1.709,-25.42,1770.794,979.73,1131.949,356.42,,,228.534,15.724,1293.232,769.154,,0.458,0.634,18.077,19.902,,7.842,4.877,138.167,182.909
1755,332.306,308.362,9.272,-13.89,2103.1,1288.092,1141.221,342.53,,,178.579,16.348,1471.811,785.502,,0.59,0.665,18.667,20.567,,7.911,4.915,146.078,187.824
1756,389.786,365.082,66.257,42.832,2492.886,1653.174,1207.478,385.362,,,231.564,16.095,1703.375,801.597,,0.893,0.688,19.56,21.255,,8.33,4.985,154.408,192.809
1757,-202.522,-227.181,1.668,-22.393,2290.364,1425.993,1209.146,362.969,,,-11.45,15.975,1691.925,817.572,,1.318,0.705,20.878,21.96,,0.074,5.081,154.482,197.89
1758,-25.45,-49.471,7.853,-16.453,2264.914,1376.522,1216.999,346.516,,,24.6,16.026,1716.525,833.598,,0.92,0.78,21.798,22.74,,-0.482,5.5,154,203.39
1759,375.62,350.396,69.361,44.789,2640.534,1726.918,1286.36,391.305,,,195.057,15.999,1911.582,849.597,,0.965,0.786,22.763,23.526,,12.473,5.732,166.473,209.122
1760,-376.538,-402.772,-4.137,-29.716,2263.996,1324.146,1282.223,361.589,,,-203.106,16,1708.476,865.597,,0.683,0.702,23.446,24.228,,1.337,6.159,167.81,215.281
1761,24.933,-0.656,11.108,-14.05,2288.929,1323.49,1293.331,347.539,,,25.954,15.85,1734.43,881.447,,1.348,0.684,24.794,24.912,,5.893,6.585,173.703,221.866
1762,-15.309,-41.994,64.024,38.164,2273.62,1281.496,1357.355,385.703,,,-23.348,16.005,1711.082,897.452,,0.655,0.724,25.449,25.636,,8.91,6.867,182.613,228.733
1763,-47.32,-74.29,1.086,-25.396,2226.3,1207.206,1358.441,360.307,,,-19.546,15.837,1691.536,913.289,,1.218,0.675,26.667,26.311,,3.989,7.224,186.602,235.957
1764,-96.54,-122.538,12.339,-13.889,2129.76,1084.668,1370.78,346.418,,,-11.549,15.49,1679.987,928.779,,1.225,0.708,27.892,27.019,,2.533,7.633,189.135,243.59
1765,160.433,133.648,64.669,37.897,2290.193,1218.316,1435.449,384.315,,,29.753,15.138,1709.74,943.917,,0.552,0.695,28.444,27.714,,8.397,7.832,197.532,251.422
1766,-117.521,-145.088,0.64,-26.334,2172.672,1073.228,1436.089,357.981,,,-135.594,14.697,1574.146,958.614,,0.448,0.758,28.892,28.472,,9.423,8.034,206.955,259.456
1767,234.494,206.017,13.969,-13.555,2407.166,1279.245,1450.058,344.426,,,103.526,13.62,1677.672,972.234,,0.812,0.767,29.704,29.239,,11.15,8.219,218.105,267.675
1768,-648.954,-676.775,62.557,35.219,1758.212,602.47,1512.615,379.645,,,-372.569,12.789,1305.103,985.023,,-0.09,0.796,29.614,30.035,,4.12,8.137,222.225,275.812
1769,131.401,103.85,1.27,-26.291,1889.613,706.32,1513.885,353.354,,,171.802,12.747,1476.905,997.77,,1.461,0.807,31.075,30.842,,3.596,8.224,225.821,284.036
1770,-218.697,-248.35,10.507,-19.149,1670.916,457.97,1524.392,334.205,,,-87.629,13.15,1389.276,1010.92,,1.002,0.793,32.077,31.635,,6.159,8.306,231.98,292.342
1771,501.293,470.242,65.14,34.742,2172.209,928.212,1589.532,368.947,,,115.047,12.776,1504.323,1023.696,,0.804,0.717,32.881,32.352,,11.798,8.341,243.778,300.683
1772,-117.032,-146.378,-3.31,-33.545,2055.177,781.834,1586.222,335.402,,,53.396,12.399,1557.719,1036.095,,1.02,0.712,33.901,33.064,,-2.724,8.43,241.054,309.113
1773,280.535,250.419,12.397,-18.472,2335.712,1032.253,1598.619,316.93,,,173.913,12.724,1731.632,1048.819,,0.838,0.706,34.739,33.77,,8.986,8.545,250.04,317.658
1774,420.776,388.554,63.583,32.312,2756.488,1420.807,1662.202,349.242,,,202.62,13.113,1934.252,1061.932,,1.46,0.745,36.199,34.515,,17.152,8.63,267.192,326.288
1775,-123.79,-156.227,-1.556,-33.146,2632.698,1264.58,1660.646,316.096,,,-31.694,13.539,1902.558,1075.471,,0.872,0.744,37.071,35.259,,5.812,8.766,273.004,335.054
1776,336.223,302.789,10.898,-20.943,2968.921,1567.369,1671.544,295.153,,,134.031,13.357,2036.589,1088.828,,1.366,0.766,38.437,36.025,,16.12,8.888,289.124,343.942
1777,-620.07,-652.946,70.9,38.331,2348.851,914.423,1742.444,333.484,,,-328.274,12.922,1708.315,1101.75,,0.565,0.794,39.002,36.819,,-1.52,8.937,287.604,352.879
1778,341.56,307.946,-3.279,-36.012,2690.411,1222.369,1739.165,297.472,,,80.794,12.941,1789.109,1114.691,,1.199,0.862,40.201,37.681,,19.897,9.085,307.501,361.964
1779,64.29,30.048,10.226,-22.349,2754.701,1252.417,1749.391,275.123,,,74.93,13.446,1864.039,1128.137,,0.932,0.925,41.133,38.606,,8.909,9.231,316.41,371.195
1780,7.036,-30.772,66.138,29.57,2761.737,1221.645,1815.529,304.693,,,6.045,14.318,1870.084,1142.455,,0.967,0.747,42.1,39.353,,10.988,9.324,327.398,380.519
1781,-305.547,-340.871,2.975,-33.19,2456.19,880.774,1818.504,271.503,,,26.902,14.429,1896.986,1156.884,,1.664,0.675,43.764,40.028,,-8.253,9.434,319.145,389.953
1782,137.613,101.576,9.519,-27.405,2593.803,982.35,1828.023,244.098,,,82.986,14.428,1979.972,1171.312,,1.071,0.715,44.835,40.743,,8.712,9.526,327.857,399.479
1783,-41.073,-79.128,66.172,28.359,2552.73,903.222,1894.195,272.457,,,41.153,14.576,2021.125,1185.888,,1.263,0.66,46.098,41.403,,9.074,9.589,336.931,409.068
1784,-47.515,-86.059,7.232,-30.586,2505.215,817.163,1901.427,241.871,,,-41.963,14.674,1979.162,1200.562,,0.071,0.648,46.169,42.051,,11.969,9.72,348.9,418.788
1785,440.975,401.439,13.28,-25.424,2946.19,1218.602,1914.707,216.447,,,130.429,13.985,2109.591,1214.547,,1.107,0.643,47.276,42.694,,16.298,9.873,365.198,428.661
1786,103.826,63.943,61.116,22.885,3050.016,1282.545,1975.823,239.332,,,38.122,13.261,2147.713,1227.808,,1.54,0.728,48.816,43.422,,9.846,9.989,375.044,438.65
1787,-367.955,-406.82,6.006,-32.75,2682.061,875.725,1981.829,206.582,,,-184.269,13.74,1963.444,1241.548,,1.723,0.779,50.539,44.201,,2.67,10.114,377.714,448.764
1788,102.121,62.439,13.353,-26.411,2784.182,938.164,1995.182,180.171,,,27.594,14.483,1991.038,1256.031,,0.993,0.797,51.532,44.998,,5.603,10.23,383.317,458.994
1789,69.477,28.732,67.512,27.562,2853.659,966.896,2062.694,207.733,,,50.532,14.635,2041.57,1270.666,,0.68,0.825,52.212,45.823,,14.035,10.37,397.352,469.364
1790,166.541,105.446,-0.809,-59.787,3020.2,1072.342,2061.885,147.946,,,48.151,14.546,2089.721,1285.212,,-0.312,-0.1,51.9,45.723,,22.224,10.344,419.576,479.708
1791,734.182,668.282,18.246,-42.44,3754.382,1740.624,2080.131,105.506,,,180.766,15.154,2270.487,1300.366,,-0.261,-0.641,51.639,45.082,,42.852,10.271,462.428,489.979
1792,224.113,157.133,64.047,1.926,3978.495,1897.757,2144.178,107.432,,,174.097,15.867,2444.584,1316.233,,-0.082,-0.982,51.557,44.1,,17.212,10.428,479.64,500.407
1793,-395.879,-461.102,2.391,-62.183,3582.616,1436.655,2146.569,45.249,,,-118.538,16.015,2326.046,1332.248,,-0.48,-1.224,51.077,42.876,,-3.031,10.6,476.609,511.007
1794,81.281,16.364,18.494,-46.747,3663.897,1453.019,2165.063,-1.498,,,48.74,15.342,2374.786,1347.59,,-1.247,-1.21,49.83,41.666,,7.935,10.775,484.544,521.782
1795,69.803,1.947,63.193,-4.29,3733.7,1454.966,2228.256,-5.788,,,23.854,14.661,2398.64,1362.251,,-1.255,-1.247,48.575,40.419,,12.228,10.943,496.772,532.725
1796,442.735,370.951,-3.054,-72.063,4176.435,1825.917,2225.202,-77.851,,,134.041,14.371,2532.681,1376.622,,0.389,-1.205,48.964,39.214,,26.142,11.174,522.914,543.899
1797,157.474,81.218,17.387,-54.237,4333.909,1907.135,2242.589,-132.088,,,-34.621,13.926,2498.06,1390.548,,0.432,-1.138,49.396,38.076,,32.911,11.353,555.825,555.252
1798,-54.913,-130.943,66.446,-5.455,4278.996,1776.192,2309.035,-137.543,,,-4.553,13.809,2493.507,1404.357,,-1.921,-0.935,47.475,37.141,,10.394,11.527,566.219,566.779
1799,134.647,60.965,1.09,-72.567,4413.643,1837.157,2310.125,-210.11,,,136.979,14.456,2630.486,1418.813,,-1.008,-0.765,46.467,36.376,,-2.849,11.691,563.37,578.47
1800,-539.348,-621.829,9.238,-76.105,3874.295,1215.328,2319.363,-286.215,,,-47.057,14.378,2583.429,1433.191,,-0.493,-1.195,45.974,35.181,,-17.694,11.779,545.676,590.249
1801,143.896,57.482,73.526,-15.01,4018.191,1272.81,2392.889,-301.225,,,61.548,13.778,2644.977,1446.969,,-1.607,-1.46,44.367,33.721,,6.382,11.851,552.058,602.1
1802,2.906,-85.578,0.218,-89.567,4021.097,1187.232,2393.107,-390.792,,,85.147,14.255,2730.124,1461.224,,0.701,-1.496,45.068,32.225,,9.295,12.018,561.353,614.118
1803,-104.539,-195.548,11.937,-79.061,3916.558,991.684,2405.044,-469.853,,,-59.199,14.884,2670.925,1476.108,,-1.699,-1.503,43.369,30.722,,14.876,12.217,576.229,626.335
1804,335.489,242.733,69.219,-22.819,4252.047,1234.417,2474.263,-492.672,,,149.952,15.198,2820.877,1491.306,,1.987,-1.436,45.356,29.286,,21.632,12.447,597.861,638.782
1805,-164.788,-261.664,5.655,-87.756,4087.259,972.753,2479.918,-580.428,,,-173.132,15.577,2647.745,1506.883,,-0.699,-1.311,44.657,27.975,,21.654,12.669,619.515,651.451
1806,437.004,340.883,12.983,-81.199,4524.263,1313.636,2492.901,-661.627,,,176.333,15.432,2824.078,1522.315,,-0.042,-1.05,44.615,26.925,,26.903,12.908,646.418,664.359
1807,-308.719,-406.181,69.422,-26.791,4215.544,907.455,2562.323,-688.418,,,-31.066,14.658,2793.012,1536.973,,-0.23,-0.887,44.385,26.038,,-3.593,13.105,642.825,677.464
1808,111.743,15.639,4.773,-93.891,4327.287,923.094,2567.096,-782.309,,,107.798,14.109,2900.81,1551.082,,-0.03,-0.729,44.355,25.309,,-1.627,13.314,641.198,690.778
1809,79.456,-15.058,15.319,-81.749,4406.743,908.036,2582.415,-864.058,,,95.715,13.671,2996.525,1564.753,,0.481,-0.421,44.836,24.888,,16.485,13.553,657.683,704.331
1810,-251.142,-368.118,63.384,-53.351,4155.601,539.918,2645.799,-917.409,,,-70.936,13.511,2925.589,1578.264,,0.965,-1.048,45.801,23.84,,17.689,13.608,675.372,717.939
1811,-164.034,-282.79,6.24,-113.477,3991.567,257.128,2652.039,-1030.886,,,-81.489,13.539,2844.1,1591.803,,-2.741,-1.362,43.06,22.478,,-4.16,13.646,671.212,731.585
1812,1.4,-117.248,13.803,-106.582,3992.967,139.88,2665.842,-1137.468,,,-91.087,13.732,2753.013,1605.535,,1.107,-1.371,44.167,21.107,,0.276,13.902,671.488,745.487
1813,-67.299,-188.644,66.407,-57.154,3925.668,-48.764,2732.249,-1194.622,,,-50.267,13.423,2702.746,1618.958,,0.07,-1.343,44.237,19.764,,9.732,14.142,681.22,759.629
1814,443.213,318.014,6.401,-118.123,4368.881,269.25,2738.65,-1312.745,,,90.643,14.195,2793.389,1633.153,,1.363,-1.084,45.6,18.68,,32.081,14.455,713.301,774.084
1815,-360.53,-487.407,16.529,-110.784,4008.351,-218.157,2755.179,-1423.529,,,-153.658,14.516,2639.731,1647.669,,0.016,-0.834,45.616,17.846,,-2.464,14.79,710.837,788.874
1816,648.45,521.74,68.184,-59.843,4656.801,303.583,2823.363,-1483.372,,,158.791,14.455,2798.522,1662.124,,4.391,-0.484,50.007,17.362,,35.442,15.053,746.279,803.927
1817,-24.36,-157.654,10.665,-120.641,4632.441,145.929,2834.028,-1604.013,,,84.819,14.152,2883.341,1676.276,,3.899,-0.181,53.906,17.181,,17.029,15.366,763.308,819.293
1818,70.844,-61.676,17.64,-114.639,4703.285,84.253,2851.668,-1718.652,,,55.685,13.717,2939.026,1689.993,,3.004,0.277,56.91,17.458,,10.915,15.696,774.223,834.989
1819,-33.746,-167.39,73.506,-60.262,4669.539,-83.137,2925.174,-1778.914,,,65.392,13.422,3004.418,1703.415,,2.55,0.697,59.46,18.155,,10.717,15.999,784.94,850.988
1820,1.356,-164.563,5.233,-159.202,4670.895,-247.7,2930.407,-1938.116,,,-102.849,12.961,2901.569,1716.376,,0.852,-0.497,60.312,17.658,,19.645,15.965,804.585,866.953
1821,-306.788,-471.346,16.327,-151.232,4364.107,-719.046,2946.734,-2089.348,,,-77.204,12.311,2824.365,1728.687,,-3.057,-1.06,57.255,16.598,,4.153,16.06,808.738,883.013
1822,268.905,101.101,68.295,-101.382,4633.012,-617.945,3015.029,-2190.73,,,112.504,12.144,2936.869,1740.831,,3.422,-1.192,60.677,15.406,,19.907,16.403,828.645,899.416
1823,146.137,-32.472,7.01,-167.216,4779.149,-650.417,3022.039,-2357.946,,,-1.668,12.943,2935.201,1753.774,,0.67,-1.301,61.347,14.105,,29.934,16.808,858.579,916.224
1824,283.86,101.727,18.062,-159.037,5063.009,-548.69,3040.101,-2516.983,,,-11.425,13.29,2923.776,1767.064,,1.727,-1.138,63.074,12.967,,43.127,17.184,901.706,933.408
1825,-364.559,-548.843,68.223,-113.57,4698.45,-1097.533,3108.324,-2630.553,,,-97.062,13.296,2826.714,1780.36,,-1.723,-0.998,61.351,11.969,,4.686,17.533,906.392,950.941
1826,-248.781,-428.919,7.871,-174.417,4449.669,-1526.452,3116.195,-2804.97,,,-226.176,13.227,2600.538,1793.587,,-4.428,-0.574,56.923,11.395,,11.354,17.976,917.746,968.917
1827,486.636,299.678,23.231,-161.975,4936.305,-1226.774,3139.426,-2966.945,,,72.227,12.509,2672.765,1806.096,,-1.013,-0.131,55.91,11.264,,43.86,18.403,961.606,987.32
1828,-108.939,-299.312,69.189,-117.686,4827.366,-1526.086,3208.615,-3084.631,,,-43.709,11.642,2629.056,1817.738,,-3.071,0.426,52.839,11.69,,23.453,18.796,985.059,1006.116
1829,233.049,40.465,14.806,-176.168,5060.415,-1485.621,3223.421,-3260.799,,,183.978,11.969,2813.034,1829.707,,2.825,0.912,55.664,12.602,,20.622,19.17,1005.681,1025.286
1830,37.662,-198.037,17.825,-218.182,5098.077,-1683.658,3241.246,-3478.981,,,69.379,12.548,2882.413,1842.255,,-0.007,-0.745,55.657,11.857,,14.367,19.017,1020.048,1044.303
1831,0.631,-239.368,72.246,-166.218,5098.708,-1923.026,3313.492,-3645.199,,,-8.063,13.301,2874.35,1855.556,,-5.705,-1.41,49.952,10.447,,19.951,18.95,1039.999,1063.253
1832,-33.513,-273.213,7.827,-236.222,5065.195,-2196.239,3321.319,-3881.421,,,100.57,14.235,2974.92,1869.791,,-3.237,-1.747,46.715,8.7,,3.1,19.326,1043.099,1082.579
1833,209.067,-35.85,23.312,-222.501,5274.262,-2232.089,3344.631,-4103.922,,,149.862,14.538,3124.782,1884.329,,4.258,-1.682,50.973,7.018,,11.893,19.911,1054.992,1102.49
1834,185.081,-63.938,72.401,-177.388,5459.343,-2296.027,3417.032,-4281.31,,,61.29,14.654,3186.072,1898.983,,2.116,-1.327,53.089,5.691,,26.818,20.508,1081.81,1122.998
1835,118.117,-136.968,9.399,-245.637,5577.46,-2432.995,3426.431,-4526.947,,,-43.316,14.834,3142.756,1913.817,,-3.021,-0.922,50.068,4.769,,40.635,21.037,1122.445,1144.035
1836,125.208,-133.126,28.239,-231.206,5702.668,-2566.121,3454.67,-4758.153,,,78.555,15.008,3221.311,1928.825,,3.766,-0.414,53.834,4.355,,29.869,21.552,1152.314,1165.587
1837,163.555,-102.412,80.91,-181.488,5866.223,-2668.533,3535.58,-4939.641,,,116.199,14.824,3337.51,1943.649,,-0.213,0.282,53.621,4.637,,15.113,22.071,1167.427,1187.658
1838,-43.422,-311.5,13.759,-255.203,5822.801,-2980.033,3549.339,-5194.844,,,-27.08,14.392,3310.43,1958.041,,1.684,0.957,55.305,5.594,,12.274,22.669,1179.701,1210.327
1839,187.334,-85.376,30.381,-241.458,6010.135,-3065.409,3579.72,-5436.302,,,71.257,13.983,3381.687,1972.024,,4.381,1.779,59.686,7.373,,30.621,23.315,1210.322,1233.642
1840,-480.274,-795.893,76.414,-239.249,5529.861,-3861.302,3656.134,-5675.551,,,-165.07,13.35,3216.617,1985.374,,-0.207,0.604,59.479,7.977,,-7.363,22.929,1202.959,1256.571
1841,-364.252,-680.562,13.164,-307.455,5165.609,-4541.864,3669.298,-5983.006,,,-189.731,13.068,3026.886,1998.442,,-5.209,0.148,54.27,8.125,,-18.026,22.755,1184.933,1279.326
1842,761.86,434.192,21.119,-304.99,5927.469,-4107.672,3690.417,-6287.996,,,87.846,12.245,3114.732,2010.687,,2.987,-0.024,57.257,8.101,,61.114,23.332,1246.047,1302.658
1843,-4.542,-344.977,78.495,-256.553,5922.927,-4452.649,3768.912,-6544.549,,,27.138,11.583,3141.87,2022.27,,-5.283,-0.112,51.974,7.989,,42.108,24.09,1288.155,1326.748
1844,13.818,-321.879,13.918,-324.689,5936.745,-4774.528,3782.83,-6869.238,,,157.343,11.433,3299.213,2033.703,,4.686,-0.037,56.66,7.952,,5.666,25.093,1293.821,1351.841
1845,-593.875,-935.496,23.199,-318.448,5342.87,-5710.024,3806.029,-7187.686,,,-183.192,11.301,3116.021,2045.004,,-2.421,0.351,54.239,8.303,,-11.828,26.11,1281.993,1377.951
1846,380.444,36.422,79.819,-267.492,5723.314,-5673.602,3885.848,-7455.178,,,18.443,10.893,3134.464,2055.897,,5.448,0.738,59.687,9.041,,52.791,27.084,1334.784,1405.035
